name,display_name,display_name_long,code,city,country,code,region
"Glasgow","Glasgow (GLA)","Glasgow, Escocia, Glasgow (GLA)","GLA","Glasgow","Escocia","GLA",""
"Dabolim","Dabolim (GOI)","Goa, India, Dabolim (GOI)","GOI","Goa","India","GOI",""
"Santa Genoveva","Santa Genoveva (GYN)","Goiânia, Brasil, Santa Genoveva (GYN)","GYN","Goiânia","Brasil","GYN","Goiás"
"Goma","Goma (GOM)","Goma, República Democrática del Congo, Goma (GOM)","GOM","Goma","República Democrática del Congo","GOM",""
"Goose Bay Airport","Goose Bay Airport (YYR)","Goose Bay, Canadá, Goose Bay Airport (YYR)","YYR","Goose Bay","Canadá","YYR",""
"GöteborgLandvetter","GöteborgLandvetter (GOT)","Gotemburgo, Suecia, GöteborgLandvetter (GOT)","GOT","Gotemburgo","Suecia","GOT",""
"Aeroporto Gran Canaria","Aeroporto Gran Canaria (LPA)","Gran Canaria, Espanha, Aeroporto Gran Canaria (LPA)","LPA","Gran Canaria","Espanha","LPA",""
"Federico García Lorca Granada-Jaén","Federico García Lorca Granada-Jaén (GRX)","Granada, Espanha, Federico García Lorca Granada-Jaén (GRX)","GRX","Granada","Espanha","GRX",""
"Maurice Bishop","Maurice Bishop (GND)","Granada, Granada, Maurice Bishop (GND)","GND","Granada","Granada","GND",""
"Grand Forks","Grand Forks (GFK)","Grand Forks, Estados Unidos, Grand Forks (GFK)","GFK","Grand Forks","Estados Unidos","GFK",""
"Walker Field","Walker Field (GJT)","Grand Junction, Estados Unidos, Walker Field (GJT)","GJT","Grand Junction","Estados Unidos","GJT",""
"Grand Rapids/Itasca County","Grand Rapids/Itasca County (GRR)","Grand Rapids, Estados Unidos, Grand Rapids/Itasca County (GRR)","GRR","Grand Rapids","Estados Unidos","GRR",""
"Grande Prairie Airport","Grande Prairie Airport (YQU)","Grande Prairie, Canadá, Grande Prairie Airport (YQU)","YQU","Grande Prairie","Canadá","YQU",""
"Flughafen Graz-Thalerhof","Flughafen Graz-Thalerhof (GRZ)","Graz, Austria, Flughafen Graz-Thalerhof (GRZ)","GRZ","Graz","Austria","GRZ",""
"Great Falls","Great Falls (GTF)","Great Falls, Estados Unidos, Great Falls (GTF)","GTF","Great Falls","Estados Unidos","GTF",""
"Austin Straubel","Austin Straubel (GRB)","Green Bay, Estados Unidos, Austin Straubel (GRB)","GRB","Green Bay","Estados Unidos","GRB",""
"Piedmont Triad","Piedmont Triad (GSO)","Greensboro, Estados Unidos, Piedmont Triad (GSO)","GSO","Greensboro","Estados Unidos","GSO",""
"Glacier Park","Glacier Park (GLH)","Greenville, Estados Unidos, Glacier Park (GLH)","GLH","Greenville","Estados Unidos","GLH",""
"Greenville/Spartanburg","Greenville/Spartanburg (GSP)","Greenville, Estados Unidos, Greenville/Spartanburg (GSP)","GSP","Greenville","Estados Unidos","GSP",""
"Don Miguel Hidalgo y Costilla","Don Miguel Hidalgo y Costilla (GDL)","Guadalajara, México, Don Miguel Hidalgo y Costilla (GDL)","GDL","Guadalajara","México","GDL",""
"Guam Antonio B Won Pat","Guam Antonio B Won Pat (GUM)","Guam, Guam, Guam Antonio B Won Pat (GUM)","GUM","Guam","Guam","GUM",""
"La Aurora","La Aurora (GUA)","Guatemala, Guatemala, La Aurora (GUA)","GUA","Guatemala","Guatemala","GUA",""
"Aeropuerto Jose Joaquin De Olmedo","Aeropuerto Jose Joaquin De Olmedo (GYE)","Guayaquil, Ecuador, Aeropuerto Jose Joaquin De Olmedo (GYE)","GYE","Guayaquil","Ecuador","GYE","Guaiaquil"
"Guiyang Longdongbao","Guiyang Longdongbao (KWE)","Guiyang, China, Guiyang Longdongbao (KWE)","KWE","Guiyang","China","KWE",""
"Gulfport-Biloxi","Gulfport-Biloxi (GPT)","Gulfport, Estados Unidos, Gulfport-Biloxi (GPT)","GPT","Gulfport","Estados Unidos","GPT",""
"Gunsan","Gunsan (KUV)","Gunsan, Corea del Sur, Gunsan (KUV)","KUV","Gunsan","Corea del Sur","KUV",""
"Gwangju","Gwangju (KWJ)","Gwangju, Corea del Sur, Gwangju (KWJ)","KWJ","Gwangju","Corea del Sur","KWJ",""
"Hakkari Selahaddin Eyyubi Airport","Hakkari Selahaddin Eyyubi Airport (YKO)","Hakkâri, Turquia, Hakkari Selahaddin Eyyubi Airport (YKO)","YKO","Hakkâri","Turquia","YKO","Hakkâri"
"Halifaz Stanfield","Halifaz Stanfield (YHZ)","Halifax, Canadá, Halifaz Stanfield (YHZ)","YHZ","Halifax","Canadá","YHZ",""
"Hamburg","Hamburg (HAM)","Hamburgo, Alemania, Hamburg (HAM)","HAM","Hamburgo","Alemania","HAM",""
"John C. Munro International Airport","John C. Munro International Airport (YHM)","Hamilton, Canadá, John C. Munro International Airport (YHM)","YHM","Hamilton","Canadá","YHM",""
"Hangzhou Xiaoshan","Hangzhou Xiaoshan (HGH)","Hanghzou, China, Hangzhou Xiaoshan (HGH)","HGH","Hanghzou","China","HGH",""
"Hannover","Hannover (HAJ)","Hannover, Alemania, Hannover (HAJ)","HAJ","Hannover","Alemania","HAJ",""
"Hanoi","Hanoi (HAN)","Hanói, Vietnam, Hanoi (HAN)","HAN","Hanói","Vietnam","HAN",""
"Harare","Harare (HRE)","Harare, Zimbabue, Harare (HRE)","HRE","Harare","Zimbabue","HRE",""
"Christchurch International Airport","Christchurch International Airport (CHC)","Harewood, Nueva Zelanda, Christchurch International Airport (CHC)","CHC","Harewood","Nueva Zelanda","CHC","Harewood"
"Hargeisa","Hargeisa (HGA)","Hargeisa, Somalia, Hargeisa (HGA)","HGA","Hargeisa","Somalia","HGA",""
"Harrisburg","Harrisburg (MDT)","Harrisburg, Estados Unidos, Harrisburg (MDT)","MDT","Harrisburg","Estados Unidos","MDT",""
"Hartford Bradley","Hartford Bradley (BDL)","Hartford, Estados Unidos, Hartford Bradley (BDL)","BDL","Hartford","Estados Unidos","BDL",""
"José Martí","José Martí (HAV)","Havana, Cuba, José Martí (HAV)","HAV","Havana","Cuba","HAV",""
"Yampa Valley Regional","Yampa Valley Regional (HDN)","Hayden, Estados Unidos, Yampa Valley Regional (HDN)","HDN","Hayden","Estados Unidos","HDN",""
"Hefei Luogang","Hefei Luogang (HFE)","Hefei, China, Hefei Luogang (HFE)","HFE","Hefei","China","HFE",""
"Helena Regional","Helena Regional (HLN)","Helena, Estados Unidos, Helena Regional (HLN)","HLN","Helena","Estados Unidos","HLN",""
"Helsinki","Helsinki (HEL)","Helsinki, Finlandia, Helsinki (HEL)","HEL","Helsinki","Finlandia","HEL",""
"Aeropuerto Internacional de Heraklion","Aeropuerto Internacional de Heraklion (HER)","Heraklion, Grecia, Aeropuerto Internacional de Heraklion (HER)","HER","Heraklion","Grecia","HER",""
"General Ignacio Pesqueira Garcia","General Ignacio Pesqueira Garcia (HMO)","Hermosillo, México, General Ignacio Pesqueira Garcia (HMO)","HMO","Hermosillo","México","HMO",""
"Chisholm-Hibbing","Chisholm-Hibbing (HIB)","Hibbing, Estados Unidos, Chisholm-Hibbing (HIB)","HIB","Hibbing","Estados Unidos","HIB",""
"Hilton Head Island","Hilton Head Island (HHH)","Hilton Head Island, Estados Unidos, Hilton Head Island (HHH)","HHH","Hilton Head Island","Estados Unidos","HHH",""
"Ho Chi Minh City","Ho Chi Minh City (SGN)","Ho Chi Minh, Vietnam, Ho Chi Minh City (SGN)","SGN","Ho Chi Minh","Vietnam","SGN",""
"Hoedspruit","Hoedspruit (HDS)","Hoedspruit, Sudáfrica, Hoedspruit (HDS)","HDS","Hoedspruit","Sudáfrica","HDS",""
"Al-Ahsa","Al-Ahsa (HOF)","Hofuf, Arabia Saudita, Al-Ahsa (HOF)","HOF","Hofuf","Arabia Saudita","HOF",""
"Frank País Airport","Frank País Airport (HOG)","Holguín, Cuba, Frank País Airport (HOG)","HOG","Holguín","Cuba","HOG",""
"Hong Kong","Hong Kong (HKG)","Hong Kong, Hong Kong, Hong Kong (HKG)","HKG","Hong Kong","Hong Kong","HKG",""
"Hoolulu","Hoolulu (HNL)","Honolulu, Estados Unidos, Hoolulu (HNL)","HNL","Honolulu","Estados Unidos","HNL",""
"Horta","Horta (HOR)","Horta, Portugal, Horta (HOR)","HOR","Horta","Portugal","HOR",""
"Houston Hobby","Houston Hobby (HOU)","Houston, Estados Unidos, Houston Hobby (HOU)","HOU","Houston","Estados Unidos","HOU",""
"HoustonGeorge Bush","HoustonGeorge Bush (IAH)","Houston, Estados Unidos, HoustonGeorge Bush (IAH)","IAH","Houston","Estados Unidos","IAH",""
"Huambo","Huambo (NOV)","Huambo,  Angola, Huambo (NOV)","NOV","Huambo"," Angola","NOV",""
"Bahías de Huatulco","Bahías de Huatulco (HUX)","Huatulco, México, Bahías de Huatulco (HUX)","HUX","Huatulco","México","HUX",""
"Humberside","Humberside (HUY)","Humberside, Reino Unido, Humberside (HUY)","HUY","Humberside","Reino Unido","HUY",""
"Tri-State","Tri-State (HTS)","Huntington, Estados Unidos, Tri-State (HTS)","HTS","Huntington","Estados Unidos","HTS",""
"Huntsville","Huntsville (HSV)","Huntsville, Estados Unidos, Huntsville (HSV)","HSV","Huntsville","Estados Unidos","HSV",""
"Rajiv Gandhi","Rajiv Gandhi (HYD)","Hyderabad, India, Rajiv Gandhi (HYD)","HYD","Hyderabad","India","HYD",""
"Perales","Perales (IBE)","Ibague, Colombia, Perales (IBE)","IBE","Ibague","Colombia","IBE",""
"Aeropuerto Ibiza","Aeropuerto Ibiza (IBZ)","Ibiza, España, Aeropuerto Ibiza (IBZ)","IBZ","Ibiza","España","IBZ",""
"Idaho Falls Regional","Idaho Falls Regional (IDA)","Idaho Falls, Estados Unidos, Idaho Falls Regional (IDA)","IDA","Idaho Falls","Estados Unidos","IDA",""
"Igdir Airport","Igdir Airport (IGD)","Igdir, Turquia, Igdir Airport (IGD)","IGD","Igdir","Turquia","IGD","Igdir"
"Cataratas delIguazú","Cataratas delIguazú (IGR)","Iguazú, Argentina, Cataratas delIguazú (IGR)","IGR","Iguazú","Argentina","IGR",""
"Jorge Amado","Jorge Amado (IOS)","Ilhéus, Brasil, Jorge Amado (IOS)","IOS","Ilhéus","Brasil","IOS","Bahía"
"Indianapolis","Indianapolis (IND)","Indianapolis, Estados Unidos, Indianapolis (IND)","IND","Indianapolis","Estados Unidos","IND",""
"Falls","Falls (INL)","International Falls, Estados Unidos, Falls (INL)","INL","International Falls","Estados Unidos","INL",""
"Inverness Airport","Inverness Airport (INV)","Inverness, Reino Unido, Inverness Airport (INV)","INV","Inverness","Reino Unido","INV",""
"Diego Aracena Intl","Diego Aracena Intl (IQQ)","Iquique, Chile, Diego Aracena Intl (IQQ)","IQQ","Iquique","Chile","IQQ",""
"Coronel Francisco Secada Vignetta Intl","Coronel Francisco Secada Vignetta Intl (IQT)","Iquitos, Peru, Coronel Francisco Secada Vignetta Intl (IQT)","IQT","Iquitos","Peru","IQT",""
"Irkutsk","Irkutsk (IKT)","Irkutsk, Rusia, Irkutsk (IKT)","IKT","Irkutsk","Rusia","IKT",""
"Iron Mountain","Iron Mountain (IMT)","Iron Mountain, Estados Unidos, Iron Mountain (IMT)","IMT","Iron Mountain","Estados Unidos","IMT",""
"Benazir Bhutto","Benazir Bhutto (ISB)","Islamabad, Pakistán, Benazir Bhutto (ISB)","ISB","Islamabad","Pakistán","ISB",""
"Owen Roberts","Owen Roberts (GCM)","Islas Caimán, Islas Caimán, Owen Roberts (GCM)","GCM","Islas Caimán","Islas Caimán","GCM",""
"ÎlesdelaMadeleine Airport","ÎlesdelaMadeleine Airport (YGR)","Islas de la Magdalena, Canadá, ÎlesdelaMadeleine Airport (YGR)","YGR","Islas de la Magdalena","Canadá","YGR",""
"Süleyman Demirel","Süleyman Demirel (ISE)","Isparta, Turquia, Süleyman Demirel (ISE)","ISE","Isparta","Turquia","ISE","Isparta"
"Itaituba","Itaituba (ITB)","Itaituba, Brasil, Itaituba (ITB)","ITB","Itaituba","Brasil","ITB","Pará"
"Ithaca Tompkins Regional","Ithaca Tompkins Regional (ITH)","Ithaca, Estados Unidos, Ithaca Tompkins Regional (ITH)","ITH","Ithaca","Estados Unidos","ITH",""
"Ixtapa-Zihuatanejo","Ixtapa-Zihuatanejo (ZIH)","Ixtapa Zihuatanejo, México, Ixtapa-Zihuatanejo (ZIH)","ZIH","Ixtapa Zihuatanejo","México","ZIH",""
"Adnan Menderes","Adnan Menderes (ADB)","Izmir, Turquia, Adnan Menderes (ADB)","ADB","Izmir","Turquia","ADB",""
"Jackson Hole","Jackson Hole (JAC)","Jackson, Estados Unidos, Jackson Hole (JAC)","JAC","Jackson","Estados Unidos","JAC",""
"Jackson-Evers","Jackson-Evers (JAN)","Jackson, Estados Unidos, Jackson-Evers (JAN)","JAN","Jackson","Estados Unidos","JAN",""
"Jacksonville","Jacksonville (JAX)","Jacksonville, Estados Unidos, Jacksonville (JAX)","JAX","Jacksonville","Estados Unidos","JAX",""
"Jacksonville/Albert J Ellis","Jacksonville/Albert J Ellis (OAJ)","Jacksonville, Estados Unidos, Jacksonville/Albert J Ellis (OAJ)","OAJ","Jacksonville","Estados Unidos","OAJ",""
"Gdańsk Lech Walesa","Gdańsk Lech Walesa (JAI)","Jaipur, India, Gdańsk Lech Walesa (JAI)","JAI","Jaipur","India","JAI","Jaipur"
"Jamestown Regional","Jamestown Regional (JMS)","Jamestown, Estados Unidos, Jamestown Regional (JMS)","JMS","Jamestown","Estados Unidos","JMS",""
"King Abdulaziz","King Abdulaziz (JED)","Jeddah, Arabia Saudita, King Abdulaziz (JED)","JED","Jeddah","Arabia Saudita","JED",""
"Jeju","Jeju (CJU)","Jeju, Corea del Sur, Jeju (CJU)","CJU","Jeju","Corea del Sur","CJU",""
"Jerez","Jerez (XRY)","Jerez de la Frontera, Espanha, Jerez (XRY)","XRY","Jerez de la Frontera","Espanha","XRY",""
"Aeropuerto Regional Comandante Ariston Pessoa","Aeropuerto Regional Comandante Ariston Pessoa (JJD)","Jericoacoara, Brasil, Aeropuerto Regional Comandante Ariston Pessoa (JJD)","JJD","Jericoacoara","Brasil","JJD","Ceará"
"Aeropuerto Jinan","Aeropuerto Jinan (TNA)","Jinan, China, Aeropuerto Jinan (TNA)","TNA","Jinan","China","TNA",""
"Sacheon","Sacheon (HIN)","Jinju/Sacheon, Corea del Sur, Sacheon (HIN)","HIN","Jinju/Sacheon","Corea del Sur","HIN",""
"Johannesburg","Johannesburg (JNB)","Joannesburgo, Sudáfrica, Johannesburg (JNB)","JNB","Joannesburgo","Sudáfrica","JNB",""
"Pres. Castro Pinto","Pres. Castro Pinto (JPA)","Joao Pessoa, Brasil, Pres. Castro Pinto (JPA)","JPA","Joao Pessoa","Brasil","JPA","Paraíba"
"Lauro Carneiro de Loyola","Lauro Carneiro de Loyola (JOI)","Joinville, Brasil, Lauro Carneiro de Loyola (JOI)","JOI","Joinville","Brasil","JOI","Santa Catarina"
"Orlando Bezerra de Menezes","Orlando Bezerra de Menezes (JDO)","Juazeiro do Norte, Brasil, Orlando Bezerra de Menezes (JDO)","JDO","Juazeiro do Norte","Brasil","JDO","Ceará"
"Juba","Juba (JUB)","Juba, Sudán, Juba (JUB)","JUB","Juba","Sudán","JUB",""
"Juina","Juina (JIA)","Juina, Brasil, Juina (JIA)","JIA","Juina","Brasil","JIA","Mato Grosso"
"Francisco Álvares de Assis","Francisco Álvares de Assis (IZA)","Juiz de Fora, Brasil, Francisco Álvares de Assis (IZA)","IZA","Juiz de Fora","Brasil","IZA","Minas Gerais"
"Gobernador Horacio Guzmán","Gobernador Horacio Guzmán (JUJ)","Jujuy, Argentina, Gobernador Horacio Guzmán (JUJ)","JUJ","Jujuy","Argentina","JUJ",""
"Juliaca","Juliaca (JUL)","Juliaca, Peru, Juliaca (JUL)","JUL","Juliaca","Peru","JUL",""
"Juneau Intl","Juneau Intl (JNU)","Juneau, United States, Juneau Intl (JNU)","JNU","Juneau","United States","JNU",""
"Aeropuerto Internacional Hamid Karzai","Aeropuerto Internacional Hamid Karzai (KBL)","Kabul, Afganistán, Aeropuerto Internacional Hamid Karzai (KBL)","KBL","Kabul","Afganistán","KBL","Kabul"
"Kagoshima","Kagoshima (KOJ)","Kagoshima, Japón, Kagoshima (KOJ)","KOJ","Kagoshima","Japón","KOJ",""
"Kahului","Kahului (OGG)","Kahului, Estados Unidos, Kahului (OGG)","OGG","Kahului","Estados Unidos","OGG",""
"Kalamazoo/Battle Creek","Kalamazoo/Battle Creek (AZO)","Kalamazoo, Estados Unidos, Kalamazoo/Battle Creek (AZO)","AZO","Kalamazoo","Estados Unidos","AZO",""
"Glacier Park","Glacier Park (FCA)","Kalispell, Estados Unidos, Glacier Park (FCA)","FCA","Kalispell","Estados Unidos","FCA",""
"Kamloops Airport","Kamloops Airport (YKA)","Kamloops, Canadá, Kamloops Airport (YKA)","YKA","Kamloops","Canadá","YKA",""
"Mallam Aminu Kano","Mallam Aminu Kano (KAN)","Kano, Nigeria, Mallam Aminu Kano (KAN)","KAN","Kano","Nigeria","KAN",""
"Kansai","Kansai (KIX)","Kansai, Japón, Kansai (KIX)","KIX","Kansai","Japón","KIX",""
"Kansas City","Kansas City (MCI)","Kansas City, Estados Unidos, Kansas City (MCI)","MCI","Kansas City","Estados Unidos","MCI",""
"Kaohsiung","Kaohsiung (KHH)","Kaohsiung, Taiwán, Kaohsiung (KHH)","KHH","Kaohsiung","Taiwán","KHH",""
"Jinnah","Jinnah (KHI)","Karachi, Pakistán, Jinnah (KHI)","KHI","Karachi","Pakistán","KHI",""
"Kasane","Kasane (BBK)","Kasane, Botsuana, Kasane (BBK)","BBK","Kasane","Botsuana","BBK",""
"Kastamonu Airport","Kastamonu Airport (KFS)","Kastamonu, Turquia, Kastamonu Airport (KFS)","KFS","Kastamonu","Turquia","KFS","Kastamonu Province"
"Tribhuvan","Tribhuvan (KTM)","Katmandú, Nepal, Tribhuvan (KTM)","KTM","Katmandú","Nepal","KTM",""
"Kauai Island Lihue Municipal","Kauai Island Lihue Municipal (LIH)","Kauai, Estados Unidos, Kauai Island Lihue Municipal (LIH)","LIH","Kauai","Estados Unidos","LIH",""
"Kelowna International Airport","Kelowna International Airport (YLW)","Kelowna, Canadá, Kelowna International Airport (YLW)","YLW","Kelowna","Canadá","YLW",""
"Kenora Airport","Kenora Airport (YQK)","Kenora, Canadá, Kenora Airport (YQK)","YQK","Kenora","Canadá","YQK","Kenora"
"Key West","Key West (EYW)","Key West, Estados Unidos, Key West (EYW)","EYW","Key West","Estados Unidos","EYW",""
"Khartoum","Khartoum (KRT)","Khartoum, Sudán, Khartoum (KRT)","KRT","Khartoum","Sudán","KRT",""
"Chernobayevka","Chernobayevka (KHE)","Kherson, Ucrania, Chernobayevka (KHE)","KHE","Kherson","Ucrania","KHE","Kherson"
"Aeropuerto Zhulyany","Aeropuerto Zhulyany (IEV)","Kiev, Ucrania, Aeropuerto Zhulyany (IEV)","IEV","Kiev","Ucrania","IEV",""
"Kiev Borispol","Kiev Borispol (KBP)","Kiev, Ucrania, Kiev Borispol (KBP)","KBP","Kiev","Ucrania","KBP",""
"Kigali","Kigali (KGL)","Kigali, Ruanda, Kigali (KGL)","KGL","Kigali","Ruanda","KGL",""
"Kilimanjaro","Kilimanjaro (JRO)","Kilimanjaro, Tanzania, Kilimanjaro (JRO)","JRO","Kilimanjaro","Tanzania","JRO",""
"Killeen-Fort Hood Regional","Killeen-Fort Hood Regional (GRK)","Killeen, Estados Unidos, Killeen-Fort Hood Regional (GRK)","GRK","Killeen","Estados Unidos","GRK",""
"Kimberley","Kimberley (KIM)","Kimberley, Sudáfrica, Kimberley (KIM)","KIM","Kimberley","Sudáfrica","KIM",""
"Kingston/Norman Rogers Airport","Kingston/Norman Rogers Airport (YGK)","Kingston, Canadá, Kingston/Norman Rogers Airport (YGK)","YGK","Kingston","Canadá","YGK",""
"Kingston Norman Manley","Kingston Norman Manley (KIN)","Kingston, Jamaica, Kingston Norman Manley (KIN)","KIN","Kingston","Jamaica","KIN",""
"N'Djili","N'Djili (FIH)","Kinshasa, República Democrática del Congo, N'Djili (FIH)","FIH","Kinshasa","República Democrática del Congo","FIH",""
"Kisangani","Kisangani (FKI)","Kisangani, República Democrática del Congo, Kisangani (FKI)","FKI","Kisangani","República Democrática del Congo","FKI",""
"Mcghee Tyson","Mcghee Tyson (TYS)","Knoxville, Estados Unidos, Mcghee Tyson (TYS)","TYS","Knoxville","Estados Unidos","TYS",""
"Ko Samui","Ko Samui (USM)","Ko Samui, Tailandia, Ko Samui (USM)","USM","Ko Samui","Tailandia","USM",""
"Komatsu","Komatsu (KMQ)","Komatsu, Japón, Komatsu (KMQ)","KMQ","Komatsu","Japón","KMQ",""
"Kona","Kona (KOA)","Kona, Estados Unidos, Kona (KOA)","KOA","Kona","Estados Unidos","KOA",""
"Cengiz Topel NAS","Cengiz Topel NAS (KCO)","Köseköy, Turquia, Cengiz Topel NAS (KCO)","KCO","Köseköy","Turquia","KCO","Kocaeli"
"Kota Kinabalu","Kota Kinabalu (BKI)","Kota Kinabalu, Malasia, Kota Kinabalu (BKI)","BKI","Kota Kinabalu","Malasia","BKI",""
"Calicut","Calicut (CCJ)","Kozhikode, India, Calicut (CCJ)","CCJ","Kozhikode","India","CCJ",""
"Krabi","Krabi (KBV)","Krabi, Tailandia, Krabi (KBV)","KBV","Krabi","Tailandia","KBV",""
"Kristiansand","Kristiansand (KRS)","Kristiansand, Noruega, Kristiansand (KRS)","KRS","Kristiansand","Noruega","KRS",""
"Kuala Lumpur","Kuala Lumpur (KUL)","Kuala Lumpur, Malasia, Kuala Lumpur (KUL)","KUL","Kuala Lumpur","Malasia","KUL",""
"Kuito","Kuito (SVP)","Kuito,  Angola, Kuito (SVP)","SVP","Kuito"," Angola","SVP",""
"Aeropuerto Kunming","Aeropuerto Kunming (KMG)","Kunming, China, Aeropuerto Kunming (KMG)","KMG","Kunming","China","KMG",""
"Zafer Airport","Zafer Airport (KZR)","Kütahya, Turquia, Zafer Airport (KZR)","KZR","Kütahya","Turquia","KZR","Kütahya Province"
"Kuwait","Kuwait (KWI)","Kuwait, Kuwait, Kuwait (KWI)","KWI","Kuwait","Kuwait","KWI",""
"A Coruña","A Coruña (LCG)","La Coruña, España, A Coruña (LCG)","LCG","La Coruña","España","LCG",""
"La Crosse Municipal","La Crosse Municipal (LSE)","La Crosse, Estados Unidos, La Crosse Municipal (LSE)","LSE","La Crosse","Estados Unidos","LSE",""
"El Alto Intl","El Alto Intl (LPB)","La Paz, Bolivia, El Alto Intl (LPB)","LPB","La Paz","Bolivia","LPB",""
"Manuel Márquez de León","Manuel Márquez de León (LAP)","La Paz, México, Manuel Márquez de León (LAP)","LAP","La Paz","México","LAP",""
"Capitán Vicente Almandos Almonacid","Capitán Vicente Almandos Almonacid (IRJ)","La Rioja, Argentina, Capitán Vicente Almandos Almonacid (IRJ)","IRJ","La Rioja","Argentina","IRJ",""
"La Rochelle- Île de Ré","La Rochelle- Île de Ré (LRH)","La Rochelle, Francia, La Rochelle- Île de Ré (LRH)","LRH","La Rochelle","Francia","LRH",""
"La Romana International Airport","La Romana International Airport (LRM)","La Romana, República Dominicana, La Romana International Airport (LRM)","LRM","La Romana","República Dominicana","LRM",""
"La Florida","La Florida (LSC)","La Serena, Chile, La Florida (LSC)","LSC","La Serena","Chile","LSC",""
"Lábrea","Lábrea (LBR)","Lábrea, Brasil, Lábrea (LBR)","LBR","Lábrea","Brasil","LBR","Amazonas"
"Lafayette Regional","Lafayette Regional (LFT)","Lafaytte, Estados Unidos, Lafayette Regional (LFT)","LFT","Lafaytte","Estados Unidos","LFT",""
"Murtala Muhammed","Murtala Muhammed (LOS)","Lagos, Nigeria, Murtala Muhammed (LOS)","LOS","Lagos","Nigeria","LOS",""
"Allama Iqbal","Allama Iqbal (LHE)","Lahore, Pakistán, Allama Iqbal (LHE)","LHE","Lahore","Pakistán","LHE",""
"Lamezia Terme","Lamezia Terme (SUF)","Lamezia Terme, Italia, Lamezia Terme (SUF)","SUF","Lamezia Terme","Italia","SUF",""
"Lampedusa","Lampedusa (LMP)","Lampedusa, Italia, Lampedusa (LMP)","LMP","Lampedusa","Italia","LMP",""
"Côte de Granit","Côte de Granit (LAI)","Lannion, Francia, Côte de Granit (LAI)","LAI","Lannion","Francia","LAI",""
"Lansing Capital City","Lansing Capital City (LAN)","Lansing, Estados Unidos, Lansing Capital City (LAN)","LAN","Lansing","Estados Unidos","LAN",""
"Lanzarote","Lanzarote (ACE)","Lanzarote, Espanha, Lanzarote (ACE)","ACE","Lanzarote","Espanha","ACE",""
"Laredo","Laredo (LRD)","Laredo, Estados Unidos, Laredo (LRD)","LRD","Laredo","Estados Unidos","LRD",""
"Larnaca","Larnaca (LCA)","Larnaca, Chipre, Larnaca (LCA)","LCA","Larnaca","Chipre","LCA",""
"Las Vegas McCarran","Las Vegas McCarran (LAS)","Las Vegas, Estados Unidos, Las Vegas McCarran (LAS)","LAS","Las Vegas","Estados Unidos","LAS",""
"Hattiesburg-Laurel Regional","Hattiesburg-Laurel Regional (PIB)","Laurel, Estados Unidos, Hattiesburg-Laurel Regional (PIB)","PIB","Laurel","Estados Unidos","PIB",""
"Octeville","Octeville (LEH)","Le Havre, Francia, Octeville (LEH)","LEH","Le Havre","Francia","LEH",""
"Leeds Bradford","Leeds Bradford (LBA)","Leeds, Reino Unido, Leeds Bradford (LBA)","LBA","Leeds","Reino Unido","LBA",""
"Leipzig/Halle","Leipzig/Halle (LEJ)","Leipzig/Halle, Alemania, Leipzig/Halle (LEJ)","LEJ","Leipzig/Halle","Alemania","LEJ",""
"Lençois","Lençois (LEC)","Lençois, Brasil, Lençois (LEC)","LEC","Lençois","Brasil","LEC","Bahia"
"León","León (LEN)","Leon, Espanha, León (LEN)","LEN","Leon","Espanha","LEN",""
"Del Bajío","Del Bajío (BJX)","León, México, Del Bajío (BJX)","BJX","León","México","BJX",""
"Greenbrier Valley","Greenbrier Valley (LWB)","Lewisburg, Estados Unidos, Greenbrier Valley (LWB)","LWB","Lewisburg","Estados Unidos","LWB",""
"Lewiston-Nez Perce County","Lewiston-Nez Perce County (LWS)","Lewiston, Estados Unidos, Lewiston-Nez Perce County (LWS)","LWS","Lewiston","Estados Unidos","LWS",""
"Lexington Blue Grass","Lexington Blue Grass (LEX)","Lexington, Estados Unidos, Lexington Blue Grass (LEX)","LEX","Lexington","Estados Unidos","LEX",""
"Daniel Oduber Quirós","Daniel Oduber Quirós (LIR)","Liberia, Costa Rica, Daniel Oduber Quirós (LIR)","LIR","Liberia","Costa Rica","LIR",""
"Libreville","Libreville (LBV)","Libreville, Gabón, Libreville (LBV)","LBV","Libreville","Gabón","LBV",""
"Lille Lesquin","Lille Lesquin (LIL)","Lille, Francia, Lille Lesquin (LIL)","LIL","Lille","Francia","LIL",""
"Lilongwe","Lilongwe (LLW)","Lilongwe, Malaui, Lilongwe (LLW)","LLW","Lilongwe","Malaui","LLW",""
"Jorge Chavez","Jorge Chavez (LIM)","Lima, Perú, Jorge Chavez (LIM)","LIM","Lima","Perú","LIM",""
"Limoges","Limoges (LIG)","Limoges, Francia, Limoges (LIG)","LIG","Limoges","Francia","LIG",""
"Lincoln","Lincoln (LNK)","Lincoln, Estados Unidos, Lincoln (LNK)","LNK","Lincoln","Estados Unidos","LNK",""
"LinköpingCity","LinköpingCity (LPI)","Linkoping, Suecia, LinköpingCity (LPI)","LPI","Linkoping","Suecia","LPI",""
"Lisbon Portela","Lisbon Portela (LIS)","Lisboa, Portugal, Lisbon Portela (LIS)","LIS","Lisboa","Portugal","LIS",""
"Little Rock National","Little Rock National (LIT)","Little Rock, Estados Unidos, Little Rock National (LIT)","LIT","Little Rock","Estados Unidos","LIT",""
