name,display_name,display_name_long,code,city,country,code,region
"Cibao","Cibao (STI)","Santiago de Los Cabbaleros, República Dominicana, Cibao (STI)","STI","Santiago de Los Cabbaleros","República Dominicana","STI",""
"Arturo Benítez","Arturo Benítez (SCL)","Santiago, Chile, Arturo Benítez (SCL)","SCL","Santiago","Chile","SCL",""
"Santo Angelo","Santo Angelo (GEL)","Santo Angelo, Brasil, Santo Angelo (GEL)","GEL","Santo Angelo","Brasil","GEL",""
"La Isabela International Airport","La Isabela International Airport (JBQ)","Santo Domingo, República Dominicana, La Isabela International Airport (JBQ)","JBQ","Santo Domingo","República Dominicana","JBQ","Santo Domingo"
"Las Américas","Las Américas (SDQ)","Santo Domingo, República Dominicana, Las Américas (SDQ)","SDQ","Santo Domingo","República Dominicana","SDQ",""
"São Tomé","São Tomé (TMS)","Santo Tomé y Príncipe, Santo Tomé y Príncipe, São Tomé (TMS)","TMS","Santo Tomé y Príncipe","Santo Tomé y Príncipe","TMS",""
"Aeropuerto Santorini (Thira)","Aeropuerto Santorini (Thira) (JTR)","Santorini, Santorini, Aeropuerto Santorini (Thira) (JTR)","JTR","Santorini","Santorini","JTR",""
"Sao Gabriel da Cachoeira","Sao Gabriel da Cachoeira (SJL)","Sao Gabriel da Cachoeira, Brasil, Sao Gabriel da Cachoeira (SJL)","SJL","Sao Gabriel da Cachoeira","Brasil","SJL","Amazonas"
"São José do Rio Preto","São José do Rio Preto (SJP)","Sao Jose do Rio Preto, Brasil, São José do Rio Preto (SJP)","SJP","Sao Jose do Rio Preto","Brasil","SJP","San Pablo"
"Marechal Cunha Machado","Marechal Cunha Machado (SLZ)","Sao Luis, Brasil, Marechal Cunha Machado (SLZ)","SLZ","Sao Luis","Brasil","SLZ","Maranhão"
"San Pedro","San Pedro (VXE)","Sao Vicente, Cabo Verde, San Pedro (VXE)","VXE","Sao Vicente","Cabo Verde","VXE",""
"New Chitose","New Chitose (CTS)","Sapporo, Japón, New Chitose (CTS)","CTS","Sapporo","Japón","CTS",""
"Sarajevo","Sarajevo (SJJ)","Sarajevo, Bosnia and Herzegovina, Sarajevo (SJJ)","SJJ","Sarajevo","Bosnia and Herzegovina","SJJ",""
"Sarasota-Bradenton","Sarasota-Bradenton (SRQ)","Sarasota / Bradenton, Estados Unidos, Sarasota-Bradenton (SRQ)","SRQ","Sarasota / Bradenton","Estados Unidos","SRQ",""
"SaskatoonJohn G. Diefenbaker","SaskatoonJohn G. Diefenbaker (YXE)","Saskatoon, Canadá, SaskatoonJohn G. Diefenbaker (YXE)","YXE","Saskatoon","Canadá","YXE",""
"Sault Ste. Marie Airport","Sault Ste. Marie Airport (YAM)","Sault Ste. Marie, Canadá, Sault Ste. Marie Airport (YAM)","YAM","Sault Ste. Marie","Canadá","YAM",""
"Sault Ste. Marie Chippewa County","Sault Ste. Marie Chippewa County (CIU)","Sault Ste. Marie, Estados Unidos, Sault Ste. Marie Chippewa County (CIU)","CIU","Sault Ste. Marie","Estados Unidos","CIU",""
"Saurimo","Saurimo (VHC)","Saurimo,  Angola, Saurimo (VHC)","VHC","Saurimo"," Angola","VHC",""
"Hilton Head","Hilton Head (SAV)","Savannah, Estados Unidos, Hilton Head (SAV)","SAV","Savannah","Estados Unidos","SAV",""
"Seattle-Tacoma","Seattle-Tacoma (SEA)","Seattle, Estados Unidos, Seattle-Tacoma (SEA)","SEA","Seattle","Estados Unidos","SEA",""
"Semera Airport","Semera Airport (SZE)","Semera, Ethiopia, Semera Airport (SZE)","SZE","Semera","Ethiopia","SZE","Afar"
"Torp Sandefjordlufthavn","Torp Sandefjordlufthavn (TRF)","Sendefjord, Noruega, Torp Sandefjordlufthavn (TRF)","TRF","Sendefjord","Noruega","TRF",""
"SeptÎles Airport","SeptÎles Airport (YZV)","Sept-Iles, Canadá, SeptÎles Airport (YZV)","YZV","Sept-Iles","Canadá","YZV",""
"New Ulaanbaatar International Airport","New Ulaanbaatar International Airport (UBN)","Sergelen, Mongolia, New Ulaanbaatar International Airport (UBN)","UBN","Sergelen","Mongolia","UBN","Töv"
"Incheon","Incheon (ICN)","Seúl, Corea del Sur, Incheon (ICN)","ICN","Seúl","Corea del Sur","ICN",""
"Todos los Aeropuertos","Todos los Aeropuertos (SEL)","Seúl, Corea del Sur, Todos los Aeropuertos (SEL)","SEL","Seúl","Corea del Sur","SEL",""
"Gimpo","Gimpo (GMP)","Seúl/Gimpo, Corea del Sur, Gimpo (GMP)","GMP","Seúl/Gimpo","Corea del Sur","GMP",""
"San Pablo","San Pablo (SVQ)","Sevilla, España, San Pablo (SVQ)","SVQ","Sevilla","España","SVQ",""
"Shanghai Pudong","Shanghai Pudong (PVG)","Shanghái, China, Shanghai Pudong (PVG)","PVG","Shanghái","China","PVG",""
"Todos los Aeropuertos","Todos los Aeropuertos (SHA)","Shanghái, China, Todos los Aeropuertos (SHA)","SHA","Shanghái","China","SHA",""
"Shannon Airport","Shannon Airport (SNN)","Shannon, Irlanda, Shannon Airport (SNN)","SNN","Shannon","Irlanda","SNN",""
"Sharjah","Sharjah (SHJ)","Sharjah, Emiratos Árabes Unidos, Sharjah (SHJ)","SHJ","Sharjah","Emiratos Árabes Unidos","SHJ",""
"Sharm El Sheikh Intl","Sharm El Sheikh Intl (SSH)","Sharm El Sheikh, Egypt, Sharm El Sheikh Intl (SSH)","SSH","Sharm El Sheikh","Egypt","SSH",""
"Shenyang Taoxian","Shenyang Taoxian (SHE)","Shenyang, China, Shenyang Taoxian (SHE)","SHE","Shenyang","China","SHE",""
"Shenzhen Bao'an","Shenzhen Bao'an (SZX)","Shenzhen, China, Shenzhen Bao'an (SZX)","SZX","Shenzhen","China","SZX",""
"ShirazShahid Dastghaib","ShirazShahid Dastghaib (SYZ)","Shiraz, Irán, ShirazShahid Dastghaib (SYZ)","SYZ","Shiraz","Irán","SYZ",""
"Shreveport Regional","Shreveport Regional (SHV)","Shreveport, Estados Unidos, Shreveport Regional (SHV)","SHV","Shreveport","Estados Unidos","SHV",""
"Sialkot","Sialkot (SKT)","Sialkot, Pakistán, Sialkot (SKT)","SKT","Sialkot","Pakistán","SKT",""
"Sydney","Sydney (SYD)","Sídney, Australia, Sydney (SYD)","SYD","Sídney","Australia","SYD",""
"J.A. Douglas McCurdy Sydney Airport","J.A. Douglas McCurdy Sydney Airport (YQY)","Sídney, Canadá, J.A. Douglas McCurdy Sydney Airport (YQY)","YQY","Sídney","Canadá","YQY",""
"Siem Reap","Siem Reap (REP)","Siem Reap, Camboya, Siem Reap (REP)","REP","Siem Reap","Camboya","REP",""
"Siirt Airport","Siirt Airport (SXZ)","Siirt, Turquia, Siirt Airport (SXZ)","SXZ","Siirt","Turquia","SXZ","Siirt"
"Singapore Changi","Singapore Changi (SIN)","Singapur, Singapura, Singapore Changi (SIN)","SIN","Singapur","Singapura","SIN",""
"Sinop","Sinop (OPS)","Sinop, Brasil, Sinop (OPS)","OPS","Sinop","Brasil","OPS","Mato Grosso"
"Sinop Airport","Sinop Airport (NOP)","Sinop, Turquia, Sinop Airport (NOP)","NOP","Sinop","Turquia","NOP","Sinop"
"Sioux Gateway","Sioux Gateway (SUX)","Sioux City, Estados Unidos, Sioux Gateway (SUX)","SUX","Sioux City","Estados Unidos","SUX",""
"Sioux Falls Regional","Sioux Falls Regional (FSD)","Sioux Falls, Estados Unidos, Sioux Falls Regional (FSD)","FSD","Sioux Falls","Estados Unidos","FSD",""
"Syracuse Hancock","Syracuse Hancock (SYR)","Siracusa, Estados Unidos, Syracuse Hancock (SYR)","SYR","Siracusa","Estados Unidos","SYR",""
"Sirnak Airport","Sirnak Airport (NKT)","Sirnak, Turquia, Sirnak Airport (NKT)","NKT","Sirnak","Turquia","NKT","Sirnak Province"
"Skopje","Skopje (SKP)","Skopje, Macedonia, Skopje (SKP)","SKP","Skopje","Macedonia","SKP",""
"Skukuza","Skukuza (SZK)","Skukuza, Sudáfrica, Skukuza (SZK)","SZK","Skukuza","Sudáfrica","SZK",""
"Smithers Airport","Smithers Airport (YYD)","Smithers, Canadá, Smithers Airport (YYD)","YYD","Smithers","Canadá","YYD",""
"Sofia","Sofia (SOF)","Sofía, Bulgaria, Sofia (SOF)","SOF","Sofía","Bulgaria","SOF",""
"Sofia","Sofia (SPF)","Sofía, Bulgaria, Sofia (SPF)","SPF","Sofía","Bulgaria","SPF",""
"Adolino Bedin","Adolino Bedin (SMT)","Sorriso, Brasil, Adolino Bedin (SMT)","SMT","Sorriso","Brasil","SMT","Mato Grosso"
"South Bend Regional","South Bend Regional (SBN)","South Bend, Estados Unidos, South Bend Regional (SBN)","SBN","South Bend","Estados Unidos","SBN",""
"Southampton","Southampton (SOU)","Southampton, Reino Unido, Southampton (SOU)","SOU","Southampton","Reino Unido","SOU",""
"Soyo","Soyo (SZA)","Soyo, Angola, Soyo (SZA)","SZA","Soyo","Angola","SZA",""
"Split","Split (SPU)","Split, Croacia, Split (SPU)","SPU","Split","Croacia","SPU",""
"Spokane","Spokane (GEG)","Spokane, Estados Unidos, Spokane (GEG)","GEG","Spokane","Estados Unidos","GEG",""
"Springfield Branson Regional","Springfield Branson Regional (SGF)","Springfield, Estados Unidos, Springfield Branson Regional (SGF)","SGF","Springfield","Estados Unidos","SGF",""
"St Croix Henry E. Rohlsen","St Croix Henry E. Rohlsen (STX)","St Croix Island, Islas Vírgenes, St Croix Henry E. Rohlsen (STX)","STX","St Croix Island","Islas Vírgenes","STX",""
"St.Thomas Cyril E. Kin","St.Thomas Cyril E. Kin (STT)","St Thomas, Islas Vírgenes, St.Thomas Cyril E. Kin (STT)","STT","St Thomas","Islas Vírgenes","STT",""
"St. George Municipal","St. George Municipal (SGU)","St. George, Estados Unidos, St. George Municipal (SGU)","SGU","St. George","Estados Unidos","SGU",""
"St. John's International Airport","St. John's International Airport (YYT)","St. John's, Canadá, St. John's International Airport (YYT)","YYT","St. John's","Canadá","YYT",""
"St. Louis Lambert","St. Louis Lambert (STL)","St. Louis, Estados Unidos, St. Louis Lambert (STL)","STL","St. Louis","Estados Unidos","STL",""
"St. Maarten Princess Julia","St. Maarten Princess Julia (SXM)","St. Maarten, Antillas Holandesas, St. Maarten Princess Julia (SXM)","SXM","St. Maarten","Antillas Holandesas","SXM",""
"University Park","University Park (SCE)","State College, Estados Unidos, University Park (SCE)","SCE","State College","Estados Unidos","SCE",""
"Stavanger , Sola","Stavanger , Sola (SVG)","Stavanger, Noruega, Stavanger , Sola (SVG)","SVG","Stavanger","Noruega","SVG",""
"Stuttgart","Stuttgart (STR)","Stuttgart, Alemania, Stuttgart (STR)","STR","Stuttgart","Alemania","STR",""
"Juana Azurduy De Padilla","Juana Azurduy De Padilla (SRE)","Sucre, Bolivia, Juana Azurduy De Padilla (SRE)","SRE","Sucre","Bolivia","SRE",""
"Greater Sudbury Airport","Greater Sudbury Airport (YSB)","Sudbury, Canadá, Greater Sudbury Airport (YSB)","YSB","Sudbury","Canadá","YSB",""
"Sulaymaniyah","Sulaymaniyah (ISU)","Sulaymaniyah, Irak, Sulaymaniyah (ISU)","ISU","Sulaymaniyah","Irak","ISU",""
"Friedman Memorial","Friedman Memorial (SUN)","Sun Valley, Estados Unidos, Friedman Memorial (SUN)","SUN","Sun Valley","Estados Unidos","SUN",""
"Taegu","Taegu (TAE)","Taegu, Corea del Sur, Taegu (TAE)","TAE","Taegu","Corea del Sur","TAE",""
"Ta'if Regional","Ta'if Regional (TIF)","Taif, Arabia Saudita, Ta'if Regional (TIF)","TIF","Taif","Arabia Saudita","TIF",""
"Taiwán Taoyuan","Taiwán Taoyuan (TPE)","Taipéi, Taiwán, Taiwán Taoyuan (TPE)","TPE","Taipéi","Taiwán","TPE",""
"Tallahassee Regional","Tallahassee Regional (TLH)","Tallahassee, Estados Unidos, Tallahassee Regional (TLH)","TLH","Tallahassee","Estados Unidos","TLH",""
"Tallinn","Tallinn (TLL)","Tallinn, Estonia, Tallinn (TLL)","TLL","Tallinn","Estonia","TLL",""
"Tampa","Tampa (TPA)","Tampa, Estados Unidos, Tampa (TPA)","TPA","Tampa","Estados Unidos","TPA",""
"General Francisco Javier Mina","General Francisco Javier Mina (TAM)","Tampico, México, General Francisco Javier Mina (TAM)","TAM","Tampico","México","TAM",""
"Tan Tan","Tan Tan (TTA)","Tan-Tan, Marruecos, Tan Tan (TTA)","TTA","Tan-Tan","Marruecos","TTA",""
"Tangara","Tangara (TGQ)","Tangara Da Serra, Brasil, Tangara (TGQ)","TGQ","Tangara Da Serra","Brasil","TGQ","Mato Grosso"
"Ibn Battouta","Ibn Battouta (TNG)","Tánger, Marruecos, Ibn Battouta (TNG)","TNG","Tánger","Marruecos","TNG",""
"Tapachula","Tapachula (TAP)","Tapachula, México, Tapachula (TAP)","TAP","Tapachula","México","TAP",""
"Cadete Guillermo Del Castillo Paredes","Cadete Guillermo Del Castillo Paredes (TPP)","Tarapoto, Peru, Cadete Guillermo Del Castillo Paredes (TPP)","TPP","Tarapoto","Peru","TPP",""
"Capitan Oriel Lea Plaza","Capitan Oriel Lea Plaza (TJA)","Tarija, Bolivia, Capitan Oriel Lea Plaza (TJA)","TJA","Tarija","Bolivia","TJA",""
"Tashkent","Tashkent (TAS)","Tashkent, Uzbekistán, Tashkent (TAS)","TAS","Tashkent","Uzbekistán","TAS",""
"Tbilisi","Tbilisi (TBS)","Tbilisi, Georgia, Tbilisi (TBS)","TBS","Tbilisi","Georgia","TBS",""
"Tefé","Tefé (TFF)","Tefé, Brasil, Tefé (TFF)","TFF","Tefé","Brasil","TFF","Amazonas"
"Toncontín","Toncontín (TGU)","Tegucigalpa, Honduras, Toncontín (TGU)","TGU","Tegucigalpa","Honduras","TGU",""
"Tehran Imam Khomeini","Tehran Imam Khomeini (IKA)","Teherán, Irán, Tehran Imam Khomeini (IKA)","IKA","Teherán","Irán","IKA",""
"Teixeira de Freitas Airport","Teixeira de Freitas Airport (TXF)","Teixeira de Freitas, Brasil, Teixeira de Freitas Airport (TXF)","TXF","Teixeira de Freitas","Brasil","TXF","Bahia"
"Corlu","Corlu (TEQ)","Tekirdag, Turquia, Corlu (TEQ)","TEQ","Tekirdag","Turquia","TEQ","Tekirdag"
"Ben Gurion","Ben Gurion (TLV)","Tel Aviv, Israel, Ben Gurion (TLV)","TLV","Tel Aviv","Israel","TLV",""
"Maquehue","Maquehue (ZCO)","Temuco, Chile, Maquehue (ZCO)","ZCO","Temuco","Chile","ZCO",""
"Tenerife","Tenerife (TFS)","Tenerife, Canarias, Tenerife (TFS)","TFS","Tenerife","Canarias","TFS",""
"Tenerife North","Tenerife North (TFN)","Tenerife, España, Tenerife North (TFN)","TFN","Tenerife","España","TFN",""
"Todos os Aeroportos","Todos os Aeroportos (TCI)","Tenerife, Espanha, Todos os Aeroportos (TCI)","TCI","Tenerife","Espanha","TCI",""
"Lajes Field","Lajes Field (TER)","Terceira, Portugal, Lajes Field (TER)","TER","Terceira","Portugal","TER",""
"Sen. Petrônio Portella","Sen. Petrônio Portella (THE)","Teresina, Brasil, Sen. Petrônio Portella (THE)","THE","Teresina","Brasil","THE","Piauí"
"Northwest Regional Airport","Northwest Regional Airport (YXT)","Terrace and Kitimat, Canadá, Northwest Regional Airport (YXT)","YXT","Terrace and Kitimat","Canadá","YXT",""
"Tete","Tete (TET)","Tete, Mozambique, Tete (TET)","TET","Tete","Mozambique","TET",""
"Thief River Falls Regional","Thief River Falls Regional (TVF)","Thief River Falls, Estados Unidos, Thief River Falls Regional (TVF)","TVF","Thief River Falls","Estados Unidos","TVF",""
"Thunder Bay International Airport","Thunder Bay International Airport (YQT)","Thunder Bay, Canadá, Thunder Bay International Airport (YQT)","YQT","Thunder Bay","Canadá","YQT",""
"Tianjin Binhai","Tianjin Binhai (TSN)","Tianjín, China, Tianjin Binhai (TSN)","TSN","Tianjín","China","TSN",""
"General Abelardo L. Rodríguez","General Abelardo L. Rodríguez (TIJ)","Tijuana, México, General Abelardo L. Rodríguez (TIJ)","TIJ","Tijuana","México","TIJ",""
"Timmins/Victor M. Power Airport","Timmins/Victor M. Power Airport (YTS)","Timmins, Canadá, Timmins/Victor M. Power Airport (YTS)","YTS","Timmins","Canadá","YTS",""
"Tirana Nënë Tereza","Tirana Nënë Tereza (TIA)","Tirana, Albania, Tirana Nënë Tereza (TIA)","TIA","Tirana","Albania","TIA",""
"Arthur Napoleon Raymond Robinson","Arthur Napoleon Raymond Robinson (TAB)","Tobago, Trinindad e Tobago, Arthur Napoleon Raymond Robinson (TAB)","TAB","Tobago","Trinindad e Tobago","TAB",""
"Tokat Airport","Tokat Airport (TJK)","Tokat, Turquia, Tokat Airport (TJK)","TJK","Tokat","Turquia","TJK","Tokat"
"Haneda","Haneda (HND)","Tokio, Japón, Haneda (HND)","HND","Tokio","Japón","HND",""
"Narita","Narita (NRT)","Tokio, Japón, Narita (NRT)","NRT","Tokio","Japón","NRT",""
"Todos os Aeropuertos","Todos os Aeropuertos (TYO)","Tokio, Japón, Todos os Aeropuertos (TYO)","TYO","Tokio","Japón","TYO",""
"Toledo Express","Toledo Express (TOL)","Toledo, Estados Unidos, Toledo Express (TOL)","TOL","Toledo","Estados Unidos","TOL",""
"Toulon-Hyères","Toulon-Hyères (TLN)","Tolón/Hyeres, Francia, Toulon-Hyères (TLN)","TLN","Tolón/Hyeres","Francia","TLN",""
"Aeropuerto Internacional Licenciado Adolfo Lopez Mateos","Aeropuerto Internacional Licenciado Adolfo Lopez Mateos (TLC)","Toluca, México, Aeropuerto Internacional Licenciado Adolfo Lopez Mateos (TLC)","TLC","Toluca","México","TLC",""
"Billy Bishop Toronto City Airport","Billy Bishop Toronto City Airport (YTZ)","Toronto, Canadá, Billy Bishop Toronto City Airport (YTZ)","YTZ","Toronto","Canadá","YTZ",""
"Todos los Aeropuertos","Todos los Aeropuertos (YTO)","Toronto, Canadá, Todos los Aeropuertos (YTO)","YTO","Toronto","Canadá","YTO",""
"Toronto Leste B. Pearson","Toronto Leste B. Pearson (YYZ)","Toronto, Canadá, Toronto Leste B. Pearson (YYZ)","YYZ","Toronto","Canadá","YYZ",""
"Francisco Sarabia","Francisco Sarabia (TRC)","Torreón, México, Francisco Sarabia (TRC)","TRC","Torreón","México","TRC",""
"Terrance B Lettsome Intl","Terrance B Lettsome Intl (EIS)","Tortola, British Virgin Islands, Terrance B Lettsome Intl (EIS)","EIS","Tortola","British Virgin Islands","EIS",""
"Toulouse-Blagnac","Toulouse-Blagnac (TLS)","Toulouse, Francia, Toulouse-Blagnac (TLS)","TLS","Toulouse","Francia","TLS",""
"Aeropuerto Birgi","Aeropuerto Birgi (TPS)","Trapani, Italia, Aeropuerto Birgi (TPS)","TPS","Trapani","Italia","TPS",""
"Cherry Capital","Cherry Capital (TVC)","Traverse City, Estados Unidos, Cherry Capital (TVC)","TVC","Traverse City","Estados Unidos","TVC",""
"Almirante Marco Andrés Zar","Almirante Marco Andrés Zar (REL)","Trelew, Argentina, Almirante Marco Andrés Zar (REL)","REL","Trelew","Argentina","REL",""
"Friuli Venezia Giulia Pietro Savorgnan di Brazzà","Friuli Venezia Giulia Pietro Savorgnan di Brazzà (TRS)","Trieste, Italia, Friuli Venezia Giulia Pietro Savorgnan di Brazzà (TRS)","TRS","Trieste","Italia","TRS",""
"Tte Av Jorge Henrich Arauz","Tte Av Jorge Henrich Arauz (TDD)","Trinidad, Bolivia, Tte Av Jorge Henrich Arauz (TDD)","TDD","Trinidad","Bolivia","TDD",""
"Tripoli","Tripoli (TIP)","Tripoli, Libia, Tripoli (TIP)","TIP","Tripoli","Libia","TIP",""
"Trivandrum","Trivandrum (TRV)","Trivandrum, India, Trivandrum (TRV)","TRV","Trivandrum","India","TRV",""
"Trondheim, Værnes","Trondheim, Værnes (TRD)","Trondheim, Noruega, Trondheim, Værnes (TRD)","TRD","Trondheim","Noruega","TRD",""
"Capitan Carlos Martinez De Pinillos","Capitan Carlos Martinez De Pinillos (TRU)","Trujillo, Peru, Capitan Carlos Martinez De Pinillos (TRU)","TRU","Trujillo","Peru","TRU",""
"Tsumeb Airport","Tsumeb Airport (TSB)","Tsumeb, Namibia, Tsumeb Airport (TSB)","TSB","Tsumeb","Namibia","TSB","Tsumeb"
"Tucson","Tucson (TUS)","Tucson, Estados Unidos, Tucson (TUS)","TUS","Tucson","Estados Unidos","TUS",""
"Teniente General Benjamín Matienzo","Teniente General Benjamín Matienzo (TUC)","Tucumán, Argentina, Teniente General Benjamín Matienzo (TUC)","TUC","Tucumán","Argentina","TUC",""
"Tulsa","Tulsa (TUL)","Tulsa, Estados Unidos, Tulsa (TUL)","TUL","Tulsa","Estados Unidos","TUL",""
"Pedro Canga","Pedro Canga (TBP)","Tumbes, Peru, Pedro Canga (TBP)","TBP","Tumbes","Peru","TBP",""
"Tunis-Carthage","Tunis-Carthage (TUN)","Túnez, Túnez, Tunis-Carthage (TUN)","TUN","Túnez","Túnez","TUN",""
"Huangshan Tunxi","Huangshan Tunxi (TXN)","Tunxi, China, Huangshan Tunxi (TXN)","TXN","Tunxi","China","TXN",""
"Tupelo Regional","Tupelo Regional (TUP)","Tupelo, Estados Unidos, Tupelo Regional (TUP)","TUP","Tupelo","Estados Unidos","TUP",""
"Turin Caselle","Turin Caselle (TRN)","Turin, Italia, Turin Caselle (TRN)","TRN","Turin","Italia","TRN",""
"Angel Albino Corzo","Angel Albino Corzo (TGZ)","Tuxtla Gutiérrez, México, Angel Albino Corzo (TGZ)","TGZ","Tuxtla Gutiérrez","México","TGZ",""
"Magic Valley Regional","Magic Valley Regional (TWF)","Twin Falls, Estados Unidos, Magic Valley Regional (TWF)","TWF","Twin Falls","Estados Unidos","TWF",""
"Ouagadougou","Ouagadougou (OUA)","Uagdugú, Burkina Faso, Ouagadougou (OUA)","OUA","Uagdugú","Burkina Faso","OUA",""
"Ouarzazate","Ouarzazate (OZZ)","Uarzazat, Marruecos, Ouarzazate (OZZ)","OZZ","Uarzazat","Marruecos","OZZ",""
"Uberaba","Uberaba (UBA)","Uberaba, Brasil, Uberaba (UBA)","UBA","Uberaba","Brasil","UBA","Minas Gerais"
"Ten. Cel. Av. César Bombonato","Ten. Cel. Av. César Bombonato (UDI)","Uberlandia, Brasil, Ten. Cel. Av. César Bombonato (UDI)","UDI","Uberlandia","Brasil","UDI","Minas Gerais"
"Chinggis Khaan","Chinggis Khaan (ULN)","Ulan Bator, Mongolia, Chinggis Khaan (ULN)","ULN","Ulan Bator","Mongolia","ULN",""
"Ulsan","Ulsan (USN)","Ulsan, Corea del Sur, Ulsan (USN)","USN","Ulsan","Corea del Sur","USN",""
"Umtata","Umtata (UTT)","Umtata, Sudáfrica, Umtata (UTT)","UTT","Umtata","Sudáfrica","UTT",""
"Kisauni","Kisauni (ZNZ)","Unguja, Tanzania, Kisauni (ZNZ)","ZNZ","Unguja","Tanzania","ZNZ",""
"Upington","Upington (UTN)","Upington, Sudáfrica, Upington (UTN)","UTN","Upington","Sudáfrica","UTN",""
"Rubem Berta","Rubem Berta (URG)","Uruguaiana, Brasil, Rubem Berta (URG)","URG","Uruguaiana","Brasil","URG","Rio Grande del Sur"
"Ürümqi Diwopu","Ürümqi Diwopu (URC)","Urumchi, China, Ürümqi Diwopu (URC)","URC","Urumchi","China","URC",""
"Ushuaia Aeroclub","Ushuaia Aeroclub (USH)","Ushuaia, Argentina, Ushuaia Aeroclub (USH)","USH","Ushuaia","Argentina","USH",""
"Eagle County Regional","Eagle County Regional (EGE)","Vail, Estados Unidos, Eagle County Regional (EGE)","EGE","Vail","Estados Unidos","EGE",""
"Vald'Or Airport","Vald'Or Airport (YVO)","Val-d'Or, Canadá, Vald'Or Airport (YVO)","YVO","Val-d'Or","Canadá","YVO",""
"Pichoy","Pichoy (ZAL)","Valdivia, Chile, Pichoy (ZAL)","ZAL","Valdivia","Chile","ZAL",""
"Valdosta Regional","Valdosta Regional (VLD)","Valdosta, Estados Unidos, Valdosta Regional (VLD)","VLD","Valdosta","Estados Unidos","VLD",""
"Valencia","Valencia (VLC)","Valencia, España, Valencia (VLC)","VLC","Valencia","España","VLC",""
"Aeropuerto Internacional Arturo Michelena","Aeropuerto Internacional Arturo Michelena (VLN)","Valencia, Venezuela, Aeropuerto Internacional Arturo Michelena (VLN)","VLN","Valencia","Venezuela","VLN",""
"Valladolid ","Valladolid  (VLL)","Valladolid, Espanha, Valladolid  (VLL)","VLL","Valladolid","Espanha","VLL",""
"Alfonso Lopez Pumarejo","Alfonso Lopez Pumarejo (VUP)","Valledupar, Colombia, Alfonso Lopez Pumarejo (VUP)","VUP","Valledupar","Colombia","VUP",""
"Valparaiso Fort Walton Beach","Valparaiso Fort Walton Beach (VPS)","Valparaíso, Estados Unidos, Valparaiso Fort Walton Beach (VPS)","VPS","Valparaíso","Estados Unidos","VPS",""
"Vancouver","Vancouver (YVR)","Vancouver, Canadá, Vancouver (YVR)","YVR","Vancouver","Canadá","YVR",""
"Juan Gualberto Gómez Airport","Juan Gualberto Gómez Airport (VRA)","Varadero, Cuba, Juan Gualberto Gómez Airport (VRA)","VRA","Varadero","Cuba","VRA",""
"Varna","Varna (VAR)","Varna, Bulgaria, Varna (VAR)","VAR","Varna","Bulgaria","VAR",""
"Warsaw Chopin","Warsaw Chopin (WAW)","Varsovia, Polonia, Warsaw Chopin (WAW)","WAW","Varsovia","Polonia","WAW",""
"Växjö","Växjö (VXO)","Vaxjo, Suecia, Växjö (VXO)","VXO","Vaxjo","Suecia","VXO",""
"Marco Polo","Marco Polo (VCE)","Venecia, Italia, Marco Polo (VCE)","VCE","Venecia","Italia","VCE",""
"General Heriberto Jara","General Heriberto Jara (VER)","Veracruz, México, General Heriberto Jara (VER)","VER","Veracruz","México","VER",""
"Verona Villafranca","Verona Villafranca (VRN)","Verona, Italia, Verona Villafranca (VRN)","VRN","Verona","Italia","VRN",""
"Victoria Falls","Victoria Falls (VFA)","Victoria Falls, Zimbabue, Victoria Falls (VFA)","VFA","Victoria Falls","Zimbabue","VFA",""
"Victoria International Airport","Victoria International Airport (YYJ)","Victoria, Canadá, Victoria International Airport (YYJ)","YYJ","Victoria","Canadá","YYJ",""
"Gobernador Edgardo Castello","Gobernador Edgardo Castello (VDM)","Viedma, Argentina, Gobernador Edgardo Castello (VDM)","VDM","Viedma","Argentina","VDM",""
"Vienna","Vienna (VIE)","Viena, Austria, Vienna (VIE)","VIE","Viena","Austria","VIE",""
"Wattay","Wattay (VTE)","Vientián, Laos, Wattay (VTE)","VTE","Vientián","Laos","VTE",""
"Hewanorra International Airport","Hewanorra International Airport (UVF)","VieuxFort, Santa Lucía, Hewanorra International Airport (UVF)","UVF","VieuxFort","Santa Lucía","UVF",""
"Peinador","Peinador (VGO)","Vigo, España, Peinador (VGO)","VGO","Vigo","España","VGO",""
"Vilanculos","Vilanculos (VNX)","Vilanculos, Mozambique, Vilanculos (VNX)","VNX","Vilanculos","Mozambique","VNX",""
"Carlos Rovirosa Pérez","Carlos Rovirosa Pérez (VSA)","Villahermosa, México, Carlos Rovirosa Pérez (VSA)","VSA","Villahermosa","México","VSA",""
"Vilnius Intl","Vilnius Intl (VNO)","Vilna, Lithuania, Vilnius Intl (VNO)","VNO","Vilna","Lithuania","VNO",""
"Vitoria Da Conquista","Vitoria Da Conquista (VDC)","Vitoria da Conquista, Brasil, Vitoria Da Conquista (VDC)","VDC","Vitoria da Conquista","Brasil","VDC","Bahía"
"Eurico de Aguiar Salles","Eurico de Aguiar Salles (VIX)","Vitoria, Brasil, Eurico de Aguiar Salles (VIX)","VIX","Vitoria","Brasil","VIX","Espírito Santo"
"Vladivostok","Vladivostok (VVO)","Vladivostok, Rusia, Vladivostok (VVO)","VVO","Vladivostok","Rusia","VVO",""
